station,date,year,month,day,precip_mm_day,coverage,quality_flag,variable,mean,min,max
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),windSpd_Min,3,0.7,5
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),windSpd_Max,7.4,2.2,11
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),windDir,206.7,179.9,240.6
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),dewPt_Avg,-8,-10.3,-5.2
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),vPress,0.3,0.3,0.4
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),vPressSat,2.8,1.7,3.9
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),bPress_Avg,786.5,783.4,790
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),airTemp_Min,21.8,14.2,28.2
TUWL,2026-05-17,2026,5,17,0,1,OK (>=90%),airTemp_Max,23.2,15.7,29.2
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),day,18,18,18
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),airTemp_Avg,21.8,15.3,27.8
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),rh,13.9,9.8,20.9
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),parDen_Avg,751.5,0,2192.6
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),swRadIn_Avg,373.2,-6,1083.8
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),windSpd_Avg,5.5,1.1,7.3
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),windSpd_Min,3.3,0.5,4.3
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),windSpd_Max,7.9,1.7,10.8
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),windDir,217,194.1,272.2
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),dewPt_Avg,-7.4,-9.6,-4.6
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),vPress,0.4,0.3,0.4
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),vPressSat,2.7,1.7,3.7
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),bPress_Avg,786.3,783.4,789.2
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),airTemp_Min,21.2,15,27.4
TUWL,2026-05-18,2026,5,18,0,1,OK (>=90%),airTemp_Max,22.5,15.7,28.2
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),day,19,19,19
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),airTemp_Avg,20.9,12.2,28.4
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),rh,19.9,9.3,31.4
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),parDen_Avg,743.2,0,2202.1
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),swRadIn_Avg,363.9,-5,1070.8
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),windSpd_Avg,3.9,0.7,8.1
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),windSpd_Min,2.3,0.1,4.9
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),windSpd_Max,5.7,1.3,11.4
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),windDir,176.7,69.4,237.3
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),dewPt_Avg,-4.3,-8.6,2.2
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),vPress,0.5,0.3,0.7
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),vPressSat,2.6,1.4,3.9
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),bPress_Avg,787.2,784.1,790.2
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),airTemp_Min,20.1,11.2,27.6
TUWL,2026-05-19,2026,5,19,0,1,OK (>=90%),airTemp_Max,21.6,12.6,29
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),day,20,20,20
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),airTemp_Avg,21.1,13.4,27.6
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),rh,22.7,7.8,53.8
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),parDen_Avg,689.2,0,2245.4
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),swRadIn_Avg,339.8,-6.2,1096.7
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),windSpd_Avg,3.2,0.8,6.4
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),windSpd_Min,1.7,0.4,4
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),windSpd_Max,5,1.3,9.5
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),windDir,155.2,55.4,241.3
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),dewPt_Avg,-4,-13.2,4.9
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),vPress,0.5,0.2,0.9
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),vPressSat,2.6,1.5,3.7
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),bPress_Avg,786.9,784.2,789.7
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),airTemp_Min,20.3,12.8,27.3
TUWL,2026-05-20,2026,5,20,0,1,OK (>=90%),airTemp_Max,21.9,13.8,28.1
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),day,21,21,21
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),airTemp_Avg,21.5,14.2,26.1
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),rh,13.7,9.3,18.3
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),parDen_Avg,612.3,0,2204.8
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),swRadIn_Avg,299.6,-5.6,1085.3
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),windSpd_Avg,2.8,1.6,4.4
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),windSpd_Min,1.4,0.4,2.1
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),windSpd_Max,4.6,3,7.4
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),windDir,212.6,123.2,301.2
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),dewPt_Avg,-7.7,-12.5,-4.2
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),vPress,0.3,0.2,0.5
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),vPressSat,2.6,1.6,3.4
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),bPress_Avg,786.4,784,789.3
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),airTemp_Min,20.7,13.1,25.5
TUWL,2026-05-21,2026,5,21,0,1,OK (>=90%),airTemp_Max,22.2,15.2,26.8
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),day,22,22,22
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),airTemp_Avg,22.4,16.2,27.7
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),rh,14.8,11.2,20.3
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),parDen_Avg,645.4,0,2121.5
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),swRadIn_Avg,317.1,-6,1045.1
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),windSpd_Avg,3.2,1.2,7.6
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),windSpd_Min,1.6,0.4,4.9
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),windSpd_Max,5,1.8,10.6
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),windDir,188.9,42.9,276.1
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),dewPt_Avg,-5.8,-9.7,-4.7
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),vPress,0.4,0.3,0.4
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),vPressSat,2.8,1.8,3.7
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),bPress_Avg,786.1,783.9,788.7
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),airTemp_Min,21.6,15.5,26.5
TUWL,2026-05-22,2026,5,22,0,1,OK (>=90%),airTemp_Max,23.2,16.6,28.9
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),day,23,23,23
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),airTemp_Avg,21.1,13.6,27.2
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),rh,28.5,13.5,64.3
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),parDen_Avg,698.3,0,2201.4
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),swRadIn_Avg,339.8,-5.4,1076.2
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),windSpd_Avg,2.4,0.9,4.4
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),windSpd_Min,1.2,0.4,3
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),windSpd_Max,3.8,1.3,6.3
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),windDir,148.6,70.7,310.3
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),dewPt_Avg,0.2,-4.7,8
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),vPress,0.6,0.4,1.1
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),vPressSat,2.6,1.6,3.6
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),bPress_Avg,786.9,784.6,789.9
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),airTemp_Min,20.3,13,26.6
TUWL,2026-05-23,2026,5,23,0,1,OK (>=90%),airTemp_Max,21.9,14.3,28.1
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),day,24,24,24
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),airTemp_Avg,23.4,14.4,29.4
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),rh,16.5,10.5,24.2
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),parDen_Avg,668.8,0,2260.7
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),swRadIn_Avg,326.3,-5.5,1106
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),windSpd_Avg,2.5,0.9,3.8
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),windSpd_Min,1.4,0.3,2.2
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),windSpd_Max,3.8,1.7,6.2
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),windDir,154.4,35.2,249.2
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),dewPt_Avg,-4,-6,-1.8
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),vPress,0.5,0.4,0.5
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),vPressSat,3,1.6,4.1
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),bPress_Avg,786.9,784.4,789.9
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),airTemp_Min,22.6,14,29.1
TUWL,2026-05-24,2026,5,24,0,1,OK (>=90%),airTemp_Max,24.2,15.1,30.1
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),day,25,25,25
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),airTemp_Avg,17.2,12,23.6
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),rh,53.2,19.7,91.5
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),parDen_Avg,255.2,0,1233
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),swRadIn_Avg,114.2,-9.5,596.7
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),windSpd_Avg,3.1,0.9,8.9
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),windSpd_Min,1.9,0.3,5.8
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),windSpd_Max,4.6,1.6,11.9
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),windDir,170.3,53.2,274.1
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),dewPt_Avg,5.4,-3.2,10.9
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),vPress,0.9,0.5,1.3
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),vPressSat,2,1.4,2.9
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),bPress_Avg,787.8,785.9,790.2
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),airTemp_Min,16.5,11.4,23.1
TUWL,2026-05-25,2026,5,25,5.6,1,OK (>=90%),airTemp_Max,18.2,12.3,23.9
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),day,26,26,26
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),airTemp_Avg,16,11.3,21.7
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),rh,66.3,35.8,96.8
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),parDen_Avg,464,0,2147.9
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),swRadIn_Avg,217.5,-10.1,1044.6
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),windSpd_Avg,2,0.7,4.4
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),windSpd_Min,1.1,0.1,2.8
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),windSpd_Max,3.1,1.2,6.3
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),windDir,178.6,56.8,317
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),dewPt_Avg,9,5,11.3
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),vPress,1.2,0.9,1.3
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),vPressSat,1.9,1.3,2.6
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),bPress_Avg,786.8,784.8,788.7
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),airTemp_Min,15.5,11.2,21.2
TUWL,2026-05-26,2026,5,26,0.1,1,OK (>=90%),airTemp_Max,16.6,11.4,22.2
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),day,27,27,27
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),airTemp_Avg,20.1,10.7,27.3
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),rh,39.8,13.4,80.6
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),parDen_Avg,748.6,0,2166.8
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),swRadIn_Avg,369.2,-9.1,1063.9
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),windSpd_Avg,3,0.8,5.5
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),windSpd_Min,1.6,0.3,3
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),windSpd_Max,4.5,1.5,8.1
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),windDir,169.4,63.5,253.8
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),dewPt_Avg,2.9,-4.5,9.3
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),vPress,0.8,0.4,1.2
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),vPressSat,2.5,1.3,3.6
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),bPress_Avg,786.5,783.9,789.3
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),airTemp_Min,19.4,10,27
TUWL,2026-05-27,2026,5,27,0,1,OK (>=90%),airTemp_Max,20.8,11.6,27.6
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),day,28,28,28
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),airTemp_Avg,21.7,15.1,27.3
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),rh,34.5,13,64.6
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),parDen_Avg,533.2,0,1853.8
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),swRadIn_Avg,259.5,-5.5,910.7
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),windSpd_Avg,3,1,6
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),windSpd_Min,1.7,0.3,3.8
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),windSpd_Max,4.5,1.5,8.5
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),windDir,169.9,86.7,284.8
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),dewPt_Avg,3.2,-5.4,10.1
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),vPress,0.8,0.4,1.2
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),vPressSat,2.7,1.7,3.6
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),bPress_Avg,786.3,783.4,789.1
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),airTemp_Min,20.9,13.5,27
TUWL,2026-05-28,2026,5,28,0,1,OK (>=90%),airTemp_Max,22.4,15.7,27.7
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),day,29,29,29
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),airTemp_Avg,23.5,18.5,29.4
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),rh,21.9,10.1,47.5
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),parDen_Avg,683.5,0,1954.2
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),swRadIn_Avg,336,-5.7,955.7
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),windSpd_Avg,4.5,1,7.2
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),windSpd_Min,2.6,0.4,4.3
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),windSpd_Max,6.5,1.7,10.4
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),windDir,198.4,135.5,248.5
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),dewPt_Avg,-0.8,-8.1,7.4
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),vPress,0.6,0.3,1
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),vPressSat,3,2.1,4.1
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),bPress_Avg,785.7,783.9,787.4
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),airTemp_Min,23,18.2,28.9
TUWL,2026-05-29,2026,5,29,0,1,OK (>=90%),airTemp_Max,24.1,18.9,29.9
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),day,30,30,30
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),airTemp_Avg,21.6,14.6,28
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),rh,19,10.1,32.3
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),parDen_Avg,758.8,0,2182.7
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),swRadIn_Avg,378.7,-6.8,1086.7
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),windSpd_Avg,3,1.3,4.3
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),windSpd_Min,1.4,0.6,2.7
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),windSpd_Max,4.8,2.4,6.2
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),windDir,244.7,149.4,304.4
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),dewPt_Avg,-4.2,-8.4,-0.1
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),vPress,0.5,0.3,0.6
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),vPressSat,2.7,1.7,3.8
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),bPress_Avg,786.5,783.6,789
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),airTemp_Min,20.9,14.3,27.6
TUWL,2026-05-30,2026,5,30,0,1,OK (>=90%),airTemp_Max,22.3,14.8,28.3
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),day,31,31,31
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),airTemp_Avg,23,12.4,31
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),rh,15.2,9.3,25.1
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),parDen_Avg,758.1,0,2180.6
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),swRadIn_Avg,380.1,-6,1086.4
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),windSpd_Avg,2.9,0.6,5.5
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),windSpd_Min,1.6,0.2,3.3
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),windSpd_Max,4.4,1,8.5
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),windDir,170.4,35.4,294.5
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),dewPt_Avg,-5.5,-9.3,-3.3
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),vPress,0.4,0.3,0.5
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),vPressSat,3,1.4,4.5
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),bPress_Avg,786.9,784.1,789.9
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),airTemp_Min,22.1,11.7,30.7
TUWL,2026-05-31,2026,5,31,0,1,OK (>=90%),airTemp_Max,23.9,13.9,31.3
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),day,1,1,1
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),airTemp_Avg,26.7,18.7,32
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),rh,13.1,9.6,28
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),parDen_Avg,756.3,0,2200.8
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),swRadIn_Avg,374.2,-6.5,1086
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),windSpd_Avg,2.6,0.5,4.8
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),windSpd_Min,1.2,0,3
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),windSpd_Max,4.2,1.2,7
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),windDir,156.9,70.8,254.7
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),dewPt_Avg,-4.5,-8.8,5.5
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),vPress,0.5,0.3,0.9
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),vPressSat,3.6,2.2,4.8
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),bPress_Avg,786.5,784.4,789.3
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),airTemp_Min,25.8,16.7,31.6
TUWL,2026-06-01,2026,6,1,0,1,OK (>=90%),airTemp_Max,27.4,20.1,32.4
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),day,2,2,2
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),airTemp_Avg,23.5,17,31.5
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),rh,27.2,10.9,65
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),parDen_Avg,537.9,0,2200.5
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),swRadIn_Avg,256.7,-6.3,1075.1
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),windSpd_Avg,3.6,1.2,7.8
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),windSpd_Min,2,0.5,5.3
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),windSpd_Max,5.5,1.8,10.5
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),windDir,162.1,52.2,277.9
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),dewPt_Avg,0.9,-6.9,10.4
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),vPress,0.7,0.4,1.3
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),vPressSat,3,1.9,4.6
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),bPress_Avg,787.8,785.3,789.6
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),airTemp_Min,22.6,16.7,31
TUWL,2026-06-02,2026,6,2,0,1,OK (>=90%),airTemp_Max,24.4,17.4,32
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),day,3,3,3
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),airTemp_Avg,20,15,27.5
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),rh,51.2,26.7,70.8
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),parDen_Avg,553.5,0,2190.1
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),swRadIn_Avg,260.8,-3.2,1055.2
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),windSpd_Avg,3.4,0.9,7.2
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),windSpd_Min,1.9,0.3,4.5
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),windSpd_Max,5,1.4,10.2
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),windDir,181.8,111.9,254
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),dewPt_Avg,8.9,4.7,10.3
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),vPress,1.1,0.8,1.3
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),vPressSat,2.4,1.7,3.7
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),bPress_Avg,788.1,785.2,790.3
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),airTemp_Min,19.3,14.3,27.2
TUWL,2026-06-03,2026,6,3,0,1,OK (>=90%),airTemp_Max,20.8,15.5,28
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),day,4,4,4
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),airTemp_Avg,21.7,13.5,27.9
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),rh,43,26,67.7
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),parDen_Avg,632.5,0,2105
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),swRadIn_Avg,305.1,-4.2,1020.2
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),windSpd_Avg,2.9,1.1,5
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),windSpd_Min,1.6,0.6,3.1
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),windSpd_Max,4.2,1.6,7.1
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),windDir,177.7,136.9,240.1
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),dewPt_Avg,7.8,5.9,9.7
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),vPress,1.1,0.9,1.2
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),vPressSat,2.7,1.6,3.8
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),bPress_Avg,787.2,785,790.4
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),airTemp_Min,21.1,13.1,27.5
TUWL,2026-06-04,2026,6,4,0,1,OK (>=90%),airTemp_Max,22.4,14.1,28.2
TUWL,2026-06-05,2026,6,5,0,1,OK (>=90%),day,5,5,5
TUWL,2026-06-05,2026,6,5,0,1,OK (>=90%),airTemp_Avg,23.2,15.7,31.7
TUWL,2026-06-05,2026,6,5,0,1,OK (>=90%),rh,37.3,15.2,65.8
TUWL,2026-06-05,2026,6,5,0,1,OK (>=90%),parDen_Avg,666.5,0,2184.3
